statute_number,section_title,popular_name,full_text_of_naming_clause,url
44-407,Standard Nonforfeiture Law for Life Insurance; how cited.,Standard Nonforfeiture Law for Life Insurance,26 shall be known as the Standard Nonforfeiture Law for Life Insurance.,https://nebraskalegislature.gov/laws/statutes.php?statute=44-407
44-407.10,Standard Nonforfeiture Law for Individual Deferred Annuities; how cited; applicability.,Standard Nonforfeiture Law for Individual Deferred Annuities,23 shall be known as the Standard Nonforfeiture Law for Individual Deferred Annuities.,https://nebraskalegislature.gov/laws/statutes.php?statute=44-407.10
44-4201,"Act, how cited.",Comprehensive Health Insurance Pool Act,Sections 44-4201 to 44-4235 shall be known and may be cited as the Comprehensive Health Insurance Pool Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=44-4201
44-4301,"Act, how cited.",Intergovernmental Risk Management Act,Sections 44-4301 to 44-4339 shall be known and may be cited as the Intergovernmental Risk Management Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=44-4301
44-4401,"Act, how cited.",Risk Retention Act,Sections 44-4401 to 44-4423 shall be known and may be cited as the Risk Retention Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=44-4401
44-4501,"Act, how cited.",Long-Term Care Insurance Act,Sections 44-4501 to 44-4521 shall be known and may be cited as the Long-Term Care Insurance Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=44-4501
44-4601,"Pharmacy Benefit Manager Licensure and Regulation Act, how cited.",Pharmacy Benefit Manager Licensure and Regulation Act,Sections 44-4601 to 44-4617 shall be known and may be cited as the Pharmacy Benefit Manager Licensure and Regulation Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=44-4601
44-4701,"Act, how cited.",Prepaid Limited Health Service Organization Act,Sections 44-4701 to 44-4727 shall be known and may be cited as the Prepaid Limited Health Service Organization Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=44-4701
44-4862,"Act, how cited.","Nebraska Insurers Supervision, Rehabilitation","Sections 44-4801 to 44-4862 shall be known and may be cited as the Nebraska Insurers Supervision, Rehabilitation, and Liquidation Act.",https://nebraskalegislature.gov/laws/statutes.php?statute=44-4862
44-4901,"Act, how cited.",Managing General Agents Act,Sections 44-4901 to 44-4910 shall be known and may be cited as the Managing General Agents Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=44-4901
44-5001,"Act, how cited.",Children of Nebraska Hearing Aid Act,Sections 44-5001 to 44-5005 shall be known and may be cited as the Children of Nebraska Hearing Aid Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=44-5001
44-5101,"Act, how cited.",Insurers Investment Act,Sections 44-5101 to 44-5154 shall be known and may be cited as the Insurers Investment Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=44-5101
44-5223,"Act, how cited.",Small Employer Health Insurance Availability Act,Sections 44-5223 to 44-5267 shall be known and may be cited as the Small Employer Health Insurance Availability Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=44-5223
44-524,"Health claim form; act, how cited.",Standardized Health Claim Form Act,Sections 44-524 to 44-530 shall be known and may be cited as the Standardized Health Claim Form Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=44-524
44-5416,"Utilization Review Act, how cited.",Utilization Review Act,Sections 44-5416 to 44-5431 shall be known and may be cited as the Utilization Review Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=44-5416
44-5432,"Ensuring Transparency in Prior Authorization Act, how cited.",Ensuring Transparency in Prior Authorization Act,Sections 44-5432 to 44-5444 shall be known and may be cited as the Ensuring Transparency in Prior Authorization Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=44-5432
44-5501,"Act, how cited.",Surplus Lines Insurance Act,Sections 44-5501 to 44-5515 shall be known and may be cited as the Surplus Lines Insurance Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=44-5501
44-5601,"Act, how cited.",Reinsurance Intermediary Act,Sections 44-5601 to 44-5613 shall be known and may be cited as the Reinsurance Intermediary Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=44-5601
44-5701,"Act, how cited.",Producer-Controlled Property and Casualty Insurer Act,Sections 44-5701 to 44-5708 shall be known and may be cited as the Producer-Controlled Property and Casualty Insurer Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=44-5701
44-5801,"Act, how cited.",Third-Party Administrator Act,Sections 44-5801 to 44-5816 shall be known and may be cited as the Third-Party Administrator Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=44-5801
44-5901,"Act, how cited.",Insurers Examination Act,Sections 44-5901 to 44-5910 shall be known and may be cited as the Insurers Examination Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=44-5901
44-6001,"Act, how cited.",Insurers and Health Organizations Risk-Based Capital Act,Sections 44-6001 to 44-6026 shall be known and may be cited as the Insurers and Health Organizations Risk-Based Capital Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=44-6001
44-6101,"Act, how cited.",Insurers Demutualization Act,Sections 44-6101 to 44-6121 shall be known and may be cited as the Insurers Demutualization Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=44-6101
44-6122,"Act, how cited.",Mutual Insurance Holding Company Act,Sections 44-6122 to 44-6143 shall be known and may be cited as the Mutual Insurance Holding Company Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=44-6122
44-6201,"Act, how cited.",Assumption Reinsurance Act,Sections 44-6201 to 44-6211 shall be known and may be cited as the Assumption Reinsurance Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=44-6201
44-6301,"Act, how cited.",Disclosure of Material Insurance Transactions Act,Sections 44-6301 to 44-6306 shall be known and may be cited as the Disclosure of Material Insurance Transactions Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=44-6301
44-6401,"Act, how cited.",Uninsured and Underinsured Motorist Insurance Coverage Act,Sections 44-6401 to 44-6414 shall be known and may be cited as the Uninsured and Underinsured Motorist Insurance Coverage Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=44-6401
44-6501,"Act, how cited.",Pet Insurance Act,Sections 44-6501 to 44-6510 shall be known and may be cited as the Pet Insurance Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=44-6501
44-6601,"Act, how cited.",Insurance Fraud Act,Sections 44-6601 to 44-6608 shall be known and may be cited as the Insurance Fraud Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=44-6601
44-6825,"Act, how cited.",Managed Care Emergency Services Act,Sections 44-6825 to 44-6833 shall be known and may be cited as the Managed Care Emergency Services Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=44-6825
44-6834,"Act, how cited.",Out-of-Network Emergency Medical Care Act,Sections 44-6834 to 44-6850 shall be known and may be cited as the Out-of-Network Emergency Medical Care Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=44-6834
"44-7,111","Step-Therapy Reform Act, how cited.",Step-Therapy Reform Act,"Sections 44-7,111 to 44-7,117 shall be known and may be cited as the Step-Therapy Reform Act.","https://nebraskalegislature.gov/laws/statutes.php?statute=44-7,111"
44-7001,"Act, how cited.",Health Care Professional Credentialing Verification Act,Sections 44-7001 to 44-7013 shall be known and may be cited as the Health Care Professional Credentialing Verification Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=44-7001
44-7101,"Act, how cited.",Managed Care Plan Network Adequacy Act,Sections 44-7101 to 44-7112 shall be known and may be cited as the Managed Care Plan Network Adequacy Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=44-7101
44-7201,"Act, how cited.",Quality Assessment and Improvement Act,Sections 44-7201 to 44-7215 shall be known and may be cited as the Quality Assessment and Improvement Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=44-7201
44-7301,"Act, how cited.",Health Carrier Grievance Procedure Act,Sections 44-7301 to 44-7315 shall be known and may be cited as the Health Carrier Grievance Procedure Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=44-7301
44-7401,"Act, how cited.",Unfair Discrimination Against Subjects of Abuse in Insurance Act,Sections 44-7401 to 44-7410 shall be known and may be cited as the Unfair Discrimination Against Subjects of Abuse in Insurance Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=44-7401
44-7501,"Act, how cited.",Property and Casualty Insurance Rate and Form Act,Sections 44-7501 to 44-7535 shall be known and may be cited as the Property and Casualty Insurance Rate and Form Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=44-7501
44-7601,"Act, how cited.",Multiple Employer Welfare Arrangement Act,Sections 44-7601 to 44-7618 shall be known and may be cited as the Multiple Employer Welfare Arrangement Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=44-7601
44-7701,"Act, how cited.",Model Act Regarding Use of Credit Information in Personal Insurance,Sections 44-7701 to 44-7712 shall be known and may be cited as the Model Act Regarding Use of Credit Information in Personal Insurance.,https://nebraskalegislature.gov/laws/statutes.php?statute=44-7701
44-7901,"Act, how cited.",Property and Casualty Actuarial Opinion Act,Sections 44-7901 to 44-7903 shall be known and may be cited as the Property and Casualty Actuarial Opinion Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=44-7901
44-8001,"Act, how cited.",Health Care Prompt Payment Act,Sections 44-8001 to 44-8010 shall be known and may be cited as the Health Care Prompt Payment Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=44-8001
44-8101,"Act, how cited.",Nebraska Protection in Annuity Transactions Act,Sections 44-8101 to 44-8109 shall be known and may be cited as the Nebraska Protection in Annuity Transactions Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=44-8101
44-8201,"Act, how cited.",Captive Insurers Act,Sections 44-8201 to 44-8218 shall be known and may be cited as the Captive Insurers Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=44-8201
44-8301,"Act, how cited.",Discount Medical Plan Organization Act,Sections 44-8301 to 44-8316 shall be known and may be cited as the Discount Medical Plan Organization Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=44-8301
44-8401,"Act, how cited.",Mandate Opt-Out and Insurance Coverage Clarification Act,Sections 44-8401 to 44-8404 shall be known and may be cited as the Mandate Opt-Out and Insurance Coverage Clarification Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=44-8401
44-8501,"Act, how cited.",Portable Electronics Insurance Act,Sections 44-8501 to 44-8509 shall be known and may be cited as the Portable Electronics Insurance Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=44-8501
44-8601,"Act, how cited.",Insured Homeowners Protection Act,Sections 44-8601 to 44-8608 shall be known and may be cited as the Insured Homeowners Protection Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=44-8601
44-8801,"Act, how cited.",Health Insurance Exchange Navigator Registration Act,Sections 44-8801 to 44-8808 shall be known and may be cited as the Health Insurance Exchange Navigator Registration Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=44-8801
44-8901,"Act, how cited.",Standard Valuation Act,Sections 44-8901 to 44-8912 shall be known and may be cited as the Standard Valuation Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=44-8901
44-9001,"Act, how cited.",Risk Management and Own Risk and Solvency Assessment Act,Sections 44-9001 to 44-9011 shall be known and may be cited as the Risk Management and Own Risk and Solvency Assessment Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=44-9001
44-901,"Act, how cited.",Privacy of Insurance Consumer Information Act,Sections 44-901 to 44-925 shall be known and may be cited as the Privacy of Insurance Consumer Information Act.,https://nebraskalegislature.gov/laws/statutes.php?statute=44-901
